corporation,lastmonth_activity,lastyear_activity,number_of_employees,exited
qmmk,18,914,27,0
hhrq,3760,274,12,0
motb,4556,108,22,1
lbpa,7,98,207,1
wsxg,56,128,16,0
evnb,79,467,23,0
kgeq,3,2919,33,0
dpdx,37,542,89,0
mwdd,50,146,19,0
gfpz,93,96,293,1
ikah,4257,2409,200,0
zioq,2607,449,23,1
xmrv,70,574,285,1
rsnc,95,293,14,1
nbdn,2170,749,40,1
tjoc,4161,48,435,0
ashk,69,579,439,1
ciem,2531,266,204,0
dpeo,57,575,19,1
wave,4,3523,154,0
qbre,1505,594,9,0
tcoh,8,63,5,1
fubq,38,984,2,0
wdme,11,387,19,1
oodd,92,262,17,1
czqb,76,361,28,0
jxew,36,283,634,1
ttbr,432,7114,0,0
cwbr,3942,105,4,1
zkmd,927,2598,163,1
zzng,59,387,218,0
gwul,1607,46,228,1
oscd,79,233,4,1
feyc,18,530,22,0
arlt,4426,268,131,1
fnlu,47,885,2033,0
jyfo,145,511,160,0
jhqt,78,861,72,0
asgr,17,1074,244,1
fdeb,979,60,22,1
wwsh,91,973,56,1
ernk,45,246,3,1
xnif,220,727,135,0
kpfq,1527,100,237,0
hmoj,2184,234,281,1
cfma,59,71,462,1
atwu,97,5135,1,1
upsw,81,646,99,1
rhpm,96,300,9,0
vakc,1587,50,16,0
gyuf,91,474,230,1
uiyw,1722,105,63,0
deze,14,516,120,1
bpvr,663,906,3755,0
qmfg,1036,281,149,0
xqwi,2469,101,6,1
epuo,91,537,19,1
hafj,51,138,23,1
jvfw,68,481,629,1
pzus,1401,87,111,1
uirw,37,3478,207,0
hhqh,465,567,1,1
rcog,499,226,1277,1
yccx,2030,180,11,1
lcta,42,182,146,0
obur,1868,65,21,1
zwrx,79,115,0,1
ftdb,2131,1009,66,0
ecno,29,280,11,0
jcan,4868,178,17,1
thjw,64,134,22,0
vcxg,2475,447,1881,0
hgbp,1892,538,20,0
xklp,2713,25,44,1
ptxs,80,271,434,1
vubz,2240,2989,19,0
cqyk,32,367,24,1
rsvt,35,34,293,1
jgkt,2683,46,635,1
pugl,9,102,201,1
nikd,729,6538,21,1
phrh,58,55,2810,0
rmbq,29,484,248,0
ollm,60,306,8,0
gusf,87,369,10,0
uccv,99,539,22,1
cmsj,2169,2261,168,1
afuk,75,411,8,0
gzph,30,143,6,1
eeuw,56,53,8,0
wpog,4769,56,373,0
kjza,10,125,54,1
vvxj,376,693,14,1
naqu,37,265,121,0
ocxk,4833,3407,21,1
umuf,72,281,580,0
rhys,29,150,32,1
dhoy,9,79,8,1
fuex,638,356,568,1
gilm,90,692,2,0
kgnu,63,721,212,0
rpcw,67,552,19,1
klln,99,343,11,1
eggd,4540,318,207,1
mmju,14,829,236,0
akve,2043,76,259,0
yqvv,85,90,547,0
tnro,98,400,1778,0
kini,84,477,100,1
wcbn,23,538,79,0
boiz,40,369,862,0
didf,2953,184,4,0
ergo,49,470,22,0
answ,52,58,12,0
qcdh,2686,393,16,1
pfau,929,62,1688,0
ymow,1596,308,8,0
yoxw,69,268,19,0
rdss,26,465,19,0
buqm,66,376,91,0
yxgc,685,2750,5,0
ugqw,670,52,23,0
makt,1720,321,1320,0
ovrl,56,2928,10,0
gudj,455,94,298,1
uccr,353,163,301,0
ufde,3503,296,15,0
wqal,18,434,21,1
topz,315,100,490,0
veyd,34,249,511,0
ppct,641,917,158,1
gopa,2136,290,134,0
cgcr,18,542,1770,1
zocu,89,403,13,1
ybck,85,405,429,1
hihx,18,309,1869,1
saqu,3407,1945,629,1
fsov,57,386,1,1
mutk,40,121,2,0
hevg,96,2,25,0
cxga,90,404,10,0
hmgi,7,1013,12,0
nbgc,8,13,463,1
euqe,4305,432,354,0
kwuf,99,129,160,1
xvrd,29,2030,2796,0
zvpl,26,749,22,1
watq,54,8405,337,0
imjq,78,323,62,1
mlcd,1,655,12,0
xnzx,416,126,188,1
tyyp,3037,173,131,1
jmsy,36,131,92,1
ywgi,848,415,131,0
yabx,825,36,25,1
vvpo,1108,3897,174,1
pget,70,138,68,0
akvu,82,3499,403,1
ttnz,4941,53,17,0
bcav,749,357,2,1
ahou,93,5,2,1
hpnb,1,296,36,0
xvyw,3282,292,280,0
lvou,1006,38,23,0
ssmf,12,552,142,1
zkpp,3127,90,738,1
cfkv,98,5293,4,1
icgd,1433,335,81,0
tmab,15120,699,220,1
vgso,570,6995,161,1
hdod,1531,120,294,0
hzve,58,113,152,1
npde,1347,850,140,0
gvkj,306,221,25,0
osth,68,391,78,1
qhqh,3311,64,186,1
axmt,37,238,4,0
pbqr,4,19,14,0
ktev,58,706,21,1
aedt,86,7213,177,1
jhfy,16,5,638,0
zlvv,88,251,3,0
mujq,2216,88,619,0
xcem,32,6591,21,1
aimj,4425,221,17,0
ineb,97,994,204,0
bire,643,53,15,0
hfcu,99,1254,553,1
mvff,15,8798,294,1
bwai,20,156,18,0
exxz,2512,147,5,0
endi,75,800,81,1
gymd,57,566,181,1
jade,133,59,20,1
vzck,95,113,539,1
flrd,60,60,76,1
pcpj,24,4355,226,1
rxfz,1370,407,536,1
mfbd,20,9,17,1
yjtf,63,362,72,0
ztfj,80,5824,117,1
jeye,1,500,9,0
gahk,97,1422,1238,0
lkvl,2976,210,16,0
ghdt,519,55,159,1
uxzu,68,490,122,0
gpce,2080,2,7,0
xoyl,76,278,247,0
ssiy,54837,376,21,0
htyv,928,472,189,1
zdtc,4469,552,264,1
ubil,45,58,0,1
adwt,1269,521,552,1
jvfd,366,723,143,0
axgh,3265,419,48,0
bdmy,4256,202,448,1
mgfz,40,4167,95,1
msev,57,353,18,1
oxub,88,8685,301,0
ecnb,2222,7516,15,0
mbbx,2340,62,13,0
sowk,72,145,9,0
yqmf,100,23,23,1
rtra,61,341,0,1
jaay,60,6173,900,0
toge,47,10859,205,1
domv,15,750,69,0
asdf,14,2145,20,0
jfax,37,30,17,0
bdim,9,435,2413,0
twjx,191,29,23,1
boin,4,1496,8,0
xtrs,816,65,86,0
lwqg,1032,783,311,1
dbjd,2264,220,2,0
auty,4222,551,17,1
gdtc,48,434,147,0
hepr,0,611,139,1
jnqd,66,187,14,0
awdl,282,21,190,1
hbbt,3499,57,564,0
cvcn,46,584,20,1
fyzs,2429,115,0,1
gahg,4574,568,573,0
klgx,48,7487,13,1
syjv,257,340,141,0
whad,3946,82,15,1
dmiv,1482,185,393,0
diil,69,179,17,1
dtnv,9,301,440,0
fylu,16,5107,147,0
jkgw,238,955,788,0
uvjh,554,1910,5,1
zbxe,921,591,8,1
fmzy,61,595,15,1
wmam,339,199,495,0
uohf,1042,963,18,1
aaeo,782,285,24,1
ascp,90,4200,80,0
zrcf,2346,1050,1,1
ysgs,85,168,3,1
pzwn,603,10099,21,0
vrpd,3180,134,17,0
lfho,1917,347,359,0
jadv,826,418,0,0
xnmb,44,370,435,0
etsy,70,432,6,0
kkot,33,419,465,0
yfzw,4053,107,424,0
lhmk,4036,142,12,0
iwmj,93,11,0,1
gzry,2116,412,47,0
hgtj,1209,35,7,0
gvxl,69,41,3,1
hdkv,32,884,158,1
ckak,2927,378,17,1
vbsm,14,419,255,1
vyyj,67,246,116,1
nfgn,9,2843,19,0
byls,59,6,399,1
mikl,66,42,250,0
tqtl,71,385,77,1
eujt,98,0,16,1
bmwa,1319,215,11,1
sayj,249,6264,6,0
hczd,97,146,8,0
jheg,4050,140,5,1
nrgm,1663,3258,24,0
kbot,12,2403,935,0
bkia,114,265,153,1
ypzn,17,2895,201,1
xkzi,17,5557,20,0
mmmc,106,285,418,1
nnwp,65,117,13,0
neff,1411,2663,163,1
sdqu,96,207,20,0
rvsy,70,327,2,0
kokz,21,2300,19,1
swai,100,71,9,0
cejm,370,6800,374,0
ksbh,52,6522,700,0
dbby,1753,1570,205,0
qgsj,1256,278,148,0
eulj,16,866,92,0
qjxf,602,287,115,0
ovxt,35,1858,116,0
kcwh,5,216,373,1
jflo,1384,170,11,0
okhz,90,367,508,1
svkt,1515,341,19,1
mumg,24,60,627,0
vxxz,3200,413,27,1
solx,3198,3512,17,0
pqxn,60,446,297,1
owaj,2368,154,1,1
eijo,2617,559,2982,0
xrvx,86,415,22,1
jrsm,3541,268,112,1
qbiz,84,102,3,1
nxmn,40,115,516,1
cfsf,18,320,68,0
hdcx,615,110,23,1
bhlq,3510,131,1004,0
sfqy,76,7,159,1
xuet,59,185,24,0
mosi,36,606,232,1
picj,92,454,60,0
kajx,11,62,15,1
bhxh,66,101,5,0
pemc,2961,186,25,0
wvqd,74,169,25,1
zbme,802,548,437,1
qefj,4561,392,275,1
sqnx,2644,110,211,1
typk,30,44,19,0
wfdr,88,431,8,0
gkcb,54879,175,23,0
ynqa,58,29,12,0
zbgc,74,400,1854,0
scmc,65,80,0,1
mimt,57,305,19,1
jxdl,2080,7731,6,0
jqtl,34,680,176,1
snyo,15,221,204,1
yhuk,3106,2084,596,1
sslk,89,844,33,0
vroy,13,62,470,1
zwhy,2021,40,155,1
gyao,69,523,2,1
exzd,16,206,157,0
iwtx,1942,535,13,1
mohe,74,361,212,0
oxxt,2680,82,25,1
urzr,83,135,5,0
afqu,858,196,244,0
mdrg,89,1433,353,0
wbxq,54,377,46,1
otee,43845,57,18,1
sbuo,4899,115,3,0
rylc,2354,99,3161,0
virv,24,7321,13,1
uufr,2,147,101,1
yabt,22,27,22,0
wbef,59,129,0,1
urwg,25,1044,3386,1
rzbx,79,92,227,0
aull,930,528,753,1
fnhw,16,53,18,0
dial,89,996,21,0
rtgz,46,70,96,1
oieb,8,1069,6,1
yyzw,621,55,11,0
uzzs,58,5244,19,0
qece,7,101,184,1
tnij,62,120,23,0
jncb,1299,502,390,1
bxwx,4425,6873,1582,0
axdc,44,225,1779,1
mgvp,1737,157,9,1
wzlb,27,596,240,1
fbqq,2608,6957,132,1
blft,383,52,16,0
dpkt,2837,18,229,1
oaiy,2398,252,214,1
ytkf,73,993,10,1
xpct,4183,296,6,1
gcaw,1213,90,12,1
cvzs,48,587,52,1
ktfj,84,3052,25,1
oafh,488,107,27,1
hhva,437,97,19,1
aule,88,183,30,0
kmdn,1944,70,18,1
lrfv,59,543,169,1
qwlm,59,553,23,0
gscx,81,211,5,0
werh,0,87,3612,1
zxaq,52,240,842,1
wgjn,2099,202,419,0
nwcx,1,391,114,1
zkbu,2038,715,220,1
nulf,100,406,197,0
zkcg,6,203,12,1
hfdy,86,596,140,1
oufn,70,381,21,0
xdgd,2874,6729,624,0
kvco,2493,271,297,0
tpoo,1739,653,393,0
pbvm,4479,266,496,1
djzv,4236,29,15,0
dobn,44,667,36,0
ljum,66,336,25,1
fwwo,96,861,106,1
uvni,19,8064,251,0
vwzk,1441,232,2,0
xcvb,0,14,282,1
wfab,52,100,191,0
yhwd,22,13,402,0
rqvo,1353,602,209,1
camn,2794,241,437,1
ikkx,86,943,23,1
awfs,2,568,138,0
kziy,2217,429,3,0
qkzp,38,384,72,1
ujtv,2184,108,3,1
lvss,4068,130,198,1
spic,2277,74,233,1
plqj,21,984,0,1
pebq,24,48,37,0
uvsh,64,587,23,0
wfbz,2941,83,22,0
lzfh,2341,833,12,0
xpge,4853,157,10,0
xosn,185,140,1,1
xhcp,14,27,14,0
clrw,51,36,14,1
rbqv,27,92,428,1
pcvo,858,458,12,1
azvd,4,7350,221,1
kjku,3734,495,0,0
bvnx,1295,376,126,1
bygk,2403,148,605,1
tnhy,39,324,1645,1
fepv,2258,278,1192,1
uqnk,1037,1043,98,0
scqm,30,328,175,0
kxtz,3198,588,9,1
uopu,643,45,22,0
lgdk,63,40,3082,0
iivd,1536,358,128,0
olyj,893,2524,3,0
uyct,1554,64,14,1
uqdv,67,1096,70,0
daiw,52,657,49,0
jbjl,48,1221,89,1
rnrn,15,244,16,0
ipht,309,916,180,0
jvzw,2805,99,5,0
ntnw,95,73,940,1
ckni,43,10,1,0
drdq,77,698,80,0
nnud,54,34,14,0
sujk,2296,10128,3766,1
kjbt,44,204,340,1
pvyd,82,116,13,1
thhz,3408,23,641,0
lpqu,230,105,237,0
zvlu,1236,549,22,0
dvzj,7,1067,115,0
icce,25,520,258,0
bxjf,4519,522,146,0
xfeb,37,1517,23,1
oekm,1085,6518,12,0
qgde,19,1087,93,0
ownl,14,302,10,0
xtqx,2193,7955,126,1
wqih,5,76,273,1
wjyk,42,835,214,0
cgdt,60,328,331,0
nizy,2359,110,572,1
mbqf,735,538,299,1
mmne,65,92,24,0
cmya,1680,691,232,0
hjma,3499,130,14,0
lrzn,88,333,16,1
oxui,70,56,217,1
cxhs,3923,86,98,1
yoqb,46,345,436,1
ipio,1000,134,215,1
tchk,170,131,513,0
nuam,30,957,75,0
bqlx,15,11,190,1
xyrq,71,148,244,0
vxfr,97,90,188,1
aids,58,133,385,1
pwbe,2408,114,533,1
stdz,17,150,21,0
aexs,2088,2837,19,0
boze,894,3735,173,0
hujm,4012,7,3,0
ygnu,2180,242,4,0
gcij,385,377,19,1
fgqp,4613,267,18,0
pobr,2573,10,9,0
dimx,36,234,18,1
eblp,43,89,113,0
tozf,38,47,390,0
meju,17,707,107,0
vhdb,1274,108,24,0
efau,3508,25,266,1
gquj,651,1693,8,0
pgss,892,6212,1060,1
blrd,43,228,43,0
lowz,3157,83,1815,0
vkoh,5,3962,140,0
nbqr,4995,282,1434,1
ndji,86,55,118,1
qhdx,4,120,22,1
ekci,10983,0,1200,0
zpfc,1755,577,162,1
nkkp,0,185,6,1
fymg,2362,288,641,1
ecps,436,3797,402,1
xpug,2790,642,102,1
pkty,60,571,50,0
vfli,74,5047,312,1
ottg,896,901,3985,1
jtgd,3638,393,252,1
gbku,70,1073,16,1
rguz,45,481,10,1
hsvz,21,110,163,0
redq,625,538,535,1
nhqu,54,268,645,1
tiru,46,570,177,1
ospr,2603,851,163,0
qcel,72,562,36,1
brol,100,226,141,1
sucn,4853,1292,423,1
aqxi,64,949,10,1
rbtp,30,43,91,0
limy,88,981,239,1
glxx,79,316,16,1
dsgz,58,150,164,0
ptpg,66,141,627,0
noam,67,3529,368,1
xsqi,4626,6855,1264,1
xrpu,3,96,550,0
oume,3249,3008,485,0
kbuh,797,205,19,1
qbdc,33,360,16,1
ecaw,3,438,187,1
fcrp,13,123,20,1
ponn,16,481,10,1
absj,4126,49,1,0
xwfl,82,5482,540,1
slee,585,145,192,0
odsz,1296,226,148,0
dwvj,41,979,1,1
savk,55,571,23,1
rgvo,1527,147,24,0
srbv,37,2033,52,0
qwwp,74,6654,410,0
egtg,294,7874,240,1
xiwv,1094,7739,216,0
olmh,925,505,152,1
mmth,56,21,23,0
xtkx,2,334,11,0
aedn,46,113,566,0
hfur,12,8096,42,1
dtuz,77,563,5,0
skfj,3,6850,55,0
lpdi,1668,940,123,0
dwyv,4465,59,1,1
nrdo,58,464,397,0
dgmc,15,315,2,0
stuk,2047,86,506,1
xhwl,59461,214,7,0
pttl,627,176,14,0
vkyj,48,5618,2497,1
krka,13,29,1017,0
fsnv,3889,534,755,1
zqup,33,126,3,0
jzkk,4129,542,134,1
zrfe,3101,167,375,1
hvls,70,75,1745,1
nuwr,295,78,13,0
awdu,2927,68,3508,1
mnra,97,743,3304,0
rkyq,25,6,9,0
owqa,72,645,233,1
xbgs,78,565,335,1
roha,61,181,9,1
ngxl,7,975,34,1
wbks,43,588,224,1
bmrj,4774,3335,17,0
glww,82,3212,1009,1
rpyd,32,168,200,1
vcto,1855,289,9,1
tfpy,57,159,15,1
erzf,1599,75,15,1
aywc,1899,1840,5,1
bldw,99,299,1669,1
bddy,38,761,3974,0
gjkq,44,243,370,0
ikxp,41,430,4,0
tkki,24,30,140,1
innk,4469,213,65,1
duby,94,127,1,1
ygdn,78,8952,15,1
gnzv,29,9,149,0
gzik,89,196,84,0
aoxm,1682,210,7,0
ptfn,1593,105,227,1
uefv,37,69,585,0
qoff,1154,347,15,0
ltje,76,208,175,1
sbak,28,71,19,0
fizr,1130,347,2338,0
nboc,919,1023,183,1
hksi,68,495,201,0
plhj,54,150,287,1
fanh,4,23,7,0
ogfu,32,88,5,0
qmgs,23,186,49,1
vffy,3920,12,24,1
zugc,48,111,76,1
jhga,6,848,259,0
dhbu,148,78,0,0
xpmf,33,461,17,0
jjjn,189,672,8,0
cujh,67,835,497,0
eqyg,88,55,8,0
argk,0,468,533,0
szon,29,183,22,0
kyzl,1982,7315,28,0
ewyn,8,120,168,0
vthj,22,577,7,0
xaue,4317,7,352,1
czun,71,3129,8,1
bdfl,75,545,13,0
jjtc,1127,808,3883,0
dwkx,3836,2916,494,1
xuty,4738,218,188,0
rfbl,2386,456,8,1
ydld,66,28,365,1
avmr,2942,2396,630,0
mqth,4439,92,19,0
koxb,77,737,216,1
ibbt,30,7074,314,1
ainh,3381,410,0,1
onwk,4411,243,56,1
uxnr,28,6237,142,0
nxkc,93,72,18,0
qdfv,66,379,3,0
doim,90,7244,301,0
uzac,3,2760,535,1
ftwn,2544,120,21,1
qkgk,43,155,20,1
flvl,786,8833,28,1
othd,68,278,5,1
slnx,2237,381,140,1
ooab,38,23,6,1
bxxd,1813,53,5,0
enrz,0,39,566,0
xpig,60,49,570,1
xuzh,87,73,23,1
ltvk,0,34,0,0
cptq,54,94,79,1
txto,3053,249,17,0
cuol,2300,524,16,1
nyfz,2437,10192,14,1
naoj,1217,2344,21,1
jnek,21,134,239,0
aama,75,1007,3,0
ezww,52,772,16,0
gnfm,93,172,250,0
rpne,51,391,246,1
vtto,18,104,3,0
bpry,2899,504,312,1
zzpl,2352,247,11,0
lmac,1607,680,190,1
nonq,443,728,96,1
rxjj,2019,468,10,1
ngnz,94,77,14,0
aizn,424,35,87,0
avbz,640,375,138,1
joim,819,129,59,1
xemz,1,273,4,1
ukkt,2021,134,78,1
auaf,6,382,22,0
dggj,46,2223,240,1
xpco,89,814,208,0
pabt,42,252,585,0
abms,67,1014,7,0
mjuh,6,474,15,0
entw,10,257,2634,0
dqud,2,4261,23,0
wmda,8,3619,12,1
alro,93,261,2,0
cdif,36,184,15,1
asfp,86,1723,22,0
gtqx,57,163,11,1
rtis,83483,613,95,1
fzqb,2246,81,2,0
sgbs,66,170,191,0
cbft,98,5865,22,0
ufmr,79,355,6,1
bjtv,50,9,10,1
twzg,62,514,117,1
rzkp,46,293,210,0
rcus,66,8653,70,1
hipb,19,400,154,1
pvir,112,867,87,1
hmdl,1425,421,11,0
raoa,25,3809,877,0
fitv,2410,794,1540,1
xgxj,1937,47,11,0
iivg,656,2065,2013,1
xrgs,494,59,44,0
oqrv,51,444,565,1
wmiv,24,860,188,1
qkxy,1633,793,180,0
nbaf,23,6539,21,0
pfke,37,252,479,1
jkwa,2085,10,74,0
svqu,893,172,21,1
vnme,51,985,73,0
sxgs,2188,534,361,0
zngg,80,576,214,1
rrfp,30,395,556,0
wfct,24,1043,13,1
jodf,19,252,444,1
xqoe,61,7180,25,0
mhoq,44,334,9,0
wqbo,3905,63,23,0
gyko,46,150,107,1
qpmo,4003,580,193,0
sbqf,3318,7811,22,0
hrco,79,1056,200,1
kkol,96,49,1690,1
lbcu,36,908,5,1
qnti,1149,0,369,1
nxfa,42,206,43,0
nyud,2848,277,166,0
hxmp,32,202,15,1
vgqa,58,10628,169,1
tayl,260,212,85,0
tdcp,1521,247,1,0
ihdh,2572,440,2060,1
hdmk,4742,120,22,0
ople,2108,112,6,1
efvf,20,165,22,1
jyfm,3338,410,539,0
noja,77,77,604,0
ribd,50,3105,529,1
dmwe,58,104,132,1
zyku,4770,6,12,1
ykgm,32,6432,244,1
nobg,99,728,8,1
cjme,15,3239,7,1
tbdm,4280,32,181,1
izey,1926,321,16,1
lvel,50,222,50,0
myba,41,930,51,0
uzgp,6,1045,24,0
zxoh,36,291,792,0
ituu,62,4828,15,1
stgo,1921,533,56,0
biej,4265,296,531,1
tkuj,13,377,93,1
omoc,93,764,109,0
rsms,23,371,6,0
uvia,4779,233,24,0
zqfs,3,483,175,1
pklf,4129,581,5,0
kdrt,141,534,24,1
rquy,1665,7204,6,0
ueij,233,525,23,1
ibsm,393,844,3,0
ktbm,60,321,232,1
dwno,55,582,15,0
mrpe,28,1221,84,0
eycs,55,600,10,0
sval,3155,103,393,1
bhaw,78,180,198,0
nwlv,45,861,83,1
babm,2340,264,417,1
qwer,0,118,42,1
ksko,48,38,83,1
mocd,31,8161,20,0
rrfs,7,935,78,0
ajzv,902,9,11,0
eebw,2707,302,519,0
fzia,2160,961,244,0
kvrk,3229,56,3,0
zsqz,1411,105,286,1
whrn,1464,104,355,0
wxib,1,466,5,0
xlsg,1353,4294,52,0
lzya,100,54,613,1
mwln,86,10878,1238,0
njwi,1300,382,238,0
rebh,82,133,378,0
eqcu,78,1892,606,1
icdg,14,316,402,1
ogef,91,95,9,1
btlp,50,5580,61,1
tqjm,16,303,177,0
yhev,52,394,39,1
yjzh,4932,59,25,1
skpf,55,444,93,1
eoyv,32,3677,6,1
hvjb,4376,475,426,1
waog,767,395,288,1
gmhh,28,7923,22,0
plgo,48,316,16,1
cdrl,44,7800,21,0
ubvl,85,216,17,0
wshf,2443,2064,1269,1
cvut,98,462,23,1
zawt,3510,207,24,0
tivs,29,131,70,0
ylzs,1871,3921,225,0
ndcq,24,10594,52,0
xrvc,11,5570,2,0
tukt,26,748,90,1
egts,89,69,0,1
bnfx,72,139,10,1
susk,99,124,126,1
vyvm,80,321,2,0
xwtd,13,906,8,1
dqko,14997,354,40,0
xcvb,189,961,18,1
volt,24,28,643,1
opyc,5,442,6,0
jsdf,70,50,410,0
wwmd,515,254,14,0
pbff,70,10038,0,0
nykz,94,14,239,1
pxrz,3,194,198,0
qtqm,3875,21,104,0
zkwp,4,630,162,0
dhlu,279,584,201,1
tuse,28,1002,1998,0
pqdz,57,2484,114,0
azas,51,83,66,1
fkvj,51,912,177,1
qpmt,2093,82,66,1
zwdy,42,2746,108,1
ibeo,91,8951,1,1
fvnh,56,7453,628,1
ghan,1281,463,19,0
cilc,29,506,5,0
esov,98,1474,390,1
unnn,1265,589,12,1
wcmu,9,265,5,1
qlgp,81,533,470,0
uajb,93,117,361,0
jcoo,424,350,2,1
hoip,13,422,515,0
luxu,40,85,10,1
bsix,69,133,1765,0
yifx,3,463,19,0
uozx,719,343,14,0
fmhh,667,80,21,1
kfbn,80207,418,154,0
xoek,38,370,175,0
evqp,31,473,563,0
rsmu,1319,58,513,0
levj,13,377,558,1
vtql,5,58,613,1
kmgl,203,310,39,1
awxp,251,468,230,1
pyku,4090,4322,9,1
qwji,1849,328,786,1
pkql,483,127,346,0
laqq,1695,315,111,1
cmqw,57,500,25,1
gxdr,86,534,25,0
sgtn,1083,1065,193,1
cvrh,63,455,19,1
zcne,4774,130,512,0
ojdv,56,166,19,1
gimk,51,4112,1494,1
vuuk,2841,560,6,1
assh,14,374,23,0
aqkb,2511,864,118,0
zmly,1748,728,185,0
ktxi,20,8888,459,0
zihw,24,28,148,1
iulg,69062,400,0,1
rbqm,59,426,1936,0
sdsw,1412,414,321,1
fglc,28,838,5,1
iush,35,65,927,0
xzfh,77,359,144,0
cqns,1077,407,3,1
fqxc,2002,39,646,1
tgmt,16,50,283,0
euvd,3809,95,13,0
ysfx,1065,2899,103,0
qgsa,2,5652,2497,1
zykj,73,7713,249,1
aonl,15,407,506,1
bzdc,38,76,23,0
qzew,405,509,364,1
pkgw,94,270,3,1
zebm,86,140,23,0
gitu,72,456,446,0
nzij,14,2563,138,0
vpmz,4663,592,18,1
eacy,84,338,1779,0
hzqf,3905,908,238,0
zwlw,34,33,16,0
wfej,1380,38,20,1
gexg,27,174,14,0
nwzt,4601,408,230,0
qrho,1946,278,16,0
aglg,40,128,22,0
nqzk,2565,1746,42,1
sfnb,2732,2,10,1
qyua,657,654,80,0
llel,8,5,1605,0
devx,1476,92,24,0
gzut,10,137,409,0
vfki,41,24,20,1
qmdd,69,6818,25,0
yxuj,32,86,0,1
pbgr,41,454,2135,0
jdfz,81,131,5,1
lidp,4078,222,610,1
munt,4797,244,307,0
fcir,47,896,3997,0
jxho,587,101,550,1
etjh,3599,596,11,1
vjpi,1336,362,4,1
fwby,86,4828,18,0
mdob,1704,592,409,1
vtre,2168,6624,24,1
wpuf,60,813,20,1
nplv,2437,169,12,0
cjtr,786,208,136,0
wqdo,2,23,112,0
vean,359,1068,169,1
ulgr,41,1000,452,1
fktj,1239,538,525,1
zfle,78,5,18,0
mcwh,496,123,369,0
aylq,2660,24,299,0
dpbm,97,29,183,0
foim,11,161,243,0
nydc,20,307,16,0
bhom,82,186,12,1
euys,150,85,237,0
qxib,27,244,60,0
imho,53,921,114,0
odtl,20,472,18,0
xjbc,24,8936,14,1
xjhh,66,270,384,1
cags,55,112,28,1
fvsv,35043,751,238,1
lyah,100,374,1884,0
eovv,76,52,238,0
gsxu,66,11,152,1
bvmz,34,81,32,1
qrkl,3263,5114,387,1
nykt,78,677,239,0
doiu,1,141,0,1
mpww,2713,683,206,0
fzcj,49,907,183,1
ifeh,3897,454,468,0
hjkl,345,78,2,1
mfwh,1286,137,249,0
thxt,49,19,12,1
ukei,54,797,18,1
enid,1277,416,170,0
tkna,776,446,11,0
srol,84,579,229,1
yqlj,87,279,38,0
aqjw,24,430,9,1
riex,42,174,1497,1
qxzb,26,871,5,1
epwm,3665,144,6,1
bzgg,1972,708,11,0
eywy,3949,178,20,0
vici,48,4793,433,0
gtkd,57,256,10,1
gxtt,71,40,526,0
jycj,545,6084,1517,0
hbma,61,392,575,0
biue,3,294,263,0
ewsi,1494,1100,132,0
sqbd,72,129,11,0
etww,320,812,108,1
pjzm,90,350,24,0
wyye,17456,317,244,0
agic,2006,500,23,1
mzhz,86,75,283,1
qalm,56,4738,170,1
sofc,20,632,18,1
page,2947,17,417,1
jhva,12,546,174,0
smat,39,231,33,1
iuic,471,3477,11,1
icwy,3898,5115,25,0
twwx,4115,50,5,1
iwvn,1249,63,42,1
emxu,84,265,3,0
vmse,76,112,16,1
jwrd,24,23,8,0
nnjh,71,376,16,0
vpot,13470,839,92,1
jvmu,1522,324,29,1
anyt,32,113,133,0
gbca,4317,119,18,1
vlzt,1394,2038,18,0
gmmm,79,294,2688,1
zanr,94,411,1603,1
teto,43,512,143,0
tklz,71,58,53,0
hqlj,2788,40,186,0
qoev,1885,245,6,1
jkny,62,186,12,1
xogi,28,158,9,1
fhpl,3870,374,63,0
cdbg,59,332,81,0
rdaz,40720,209,3,0
vmyw,131,137,375,1
vzhu,48,175,67,0
jtcm,96,349,7,1
rlwd,2728,354,341,1
zkts,2150,315,151,0
wngg,2583,760,23,0
fbsw,1424,380,16,0
iymx,334,270,1603,1
thag,99,271,750,0
cngt,882,406,14,1
uwie,100,97,14,0
mlbm,60,36,18,1
llec,98,192,21,0
pugy,5,8186,5,1
xpby,52,3567,1766,0
eiiu,39,545,16,0
cvhr,43,215,24,0
bjmb,36,453,6,1
cdyo,919,377,452,0
txak,122,96,649,1
easc,1677,4265,667,1
kzpd,50,2921,154,1
jupr,1399,10075,5,1
dibp,1775,193,11,1
kahg,25,124,2,0
sbhs,25,567,521,0
olra,100,35,93,1
ssav,2401,280,238,1
juto,91,120,24,0
ukcl,71,285,10,1
jigv,1321,230,18,0
tsax,12,8036,157,0
pmnq,1900,497,13,0
bval,76,358,0,0
vdhx,1932,92,213,0
fuca,46,400,514,0
cevk,3304,41,9,1
khtj,40,149,13,1
fgwb,2478,1487,6,1
drmh,4595,82,14,0
ioac,86,421,11,1
xxyc,81,742,197,1
fwfq,72,2122,506,0
tbkl,4223,428,627,0
dqdt,368,1065,246,1
mzzn,2786,218,9,0
fhoc,12,6943,188,0
ndzk,1218,853,13,0
rqsl,357,6115,641,1
pzwu,78,4431,37,0
bdgv,51,71,73,1
sztf,3750,121,25,1
vksj,76,5921,0,0
mksy,2374,446,4,1
mzgw,12,158,962,1
epbc,58,319,12,1
